event_id,japones,es_final,estado
33002517,%s　さんは\n%2F奈良%3F市街地の　%2F秘宝%1F堂%2F店内にいる\nと%1F言ってましたよ！,He oído que %s está\nen el Todotécnicas de Nara.  ,oficial
33002517,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002517,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002517,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",oficial
33002517,%s　さんは\n%2F奈良%3F市街地の　%2F秘宝%1F堂%2F店内にいる\nと%1F言ってましたよ！,He oído que %s está\nen el Todotécnicas de Nara.  ,oficial
33002517,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002540,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002540,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002540,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002540,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002540,あら　どうかしたの？\nわたしに%1F用があるのかしら？,¿Hola? ¿Acaso quieres proponerme\nalgo?,oficial
33002540,わたしの%1F力を%1F貸して%1F欲しいのね？\nええ　いいわよ。\nこれからよろしくね。,¿Que si me uno a tu equipo?\n¡Pues claro! ¡Me encanta la idea!,oficial
33002540,あら　そうなの？\n%1F何か%1F困ったことがあったら\nいつでもいらっしゃい。,"¿No? Bueno, si cambias de idea,\nya sabes dónde estoy.",oficial
33002540,%s　さんは\n%3F商店街の　プラモ%1F屋%1F内にいる\nと%1F言ってましたよ！,He oído que %s está\nen la tienda de maquetas.  ,oficial
33002540,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002540,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002540,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",oficial
33002540,%s　さんは\n%3F商店街の　プラモ%1F屋%1F内にいる\nと%1F言ってましたよ！,He oído que %s está\nen la tienda de maquetas.  ,oficial
33002540,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002541,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002541,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002541,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002541,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002541,うーん？　サッカー？\nサッカーってなあにー？\nそれって%2F面白いー？,¿Fútbol? ¿Eso qué es?\n¿Mola?,oficial
33002541,%2F面白いなら　やってもいいよー。\nでも　ボク%1F飽きっぽいから\n%1F気をつけてよねー。,"Bueno, en ese caso, ¡será un placer\njugar! Aunque me aburro con bastante\nfacilidad...",oficial
33002541,ふーん　じゃあ%1F別にいいや。\nバイバーイ。,¿No? Pues paso.\n¡Hasta otra!,oficial
33002541,%s　さんは\n%3F住宅街の　%2F公園のブランコの%1F近くにいる\nと%1F言ってましたよ！,He oído que %s está\nen el columpio del parque por casa de Mark.  ,oficial
33002541,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002541,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002541,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",oficial
33002541,%s　さんは\n%3F住宅街の　%2F公園のブランコの%1F近くにいる\nと%1F言ってましたよ！,He oído que %s está\nen el columpio del parque por casa de Mark.  ,oficial
33002541,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002559,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002559,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002559,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002559,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002559,なによ！？\nなんかアタシに%1F用でもあるわけ？,¿Eh? ¿Es a mí?,revisar
33002559,サッカー！？　アタシが？\n…やってあげてもいいわ。,,sin_pareja
33002559,そのかわり　あなたのチームの\n%1F女の%1F子とアタシを%2F勝負させて！\nいいわよね？,"¿Al fútbol? ¿Yo? Bueno, me lo pensaré.\nPero ¡solo si me dejáis jugar contra alguna\nde las chicas de vuestro equipo!",revisar
33002559,ちょっと！　%1F目の%1F前にいるの\n%1F男の%1F子ばっかなんだけど？\n%1F女の%1F子をパーティに%1F入れなさいよ！,"¡Oye, sois todos chicos!\n¿Es que no sabéis cuál es la diferencia?\n¡Quiero jugar contra alguna chica!",revisar
33002559,よーし！\nそれじゃあ　いくわよっ！,¡Muy bien! ¡Vamos allá!,revisar
33002559,あっそう！\nだったら%1F何の%1F用なの？\n%1F男だったら　ハッキリしなさいよね！,"Ah, ¿qué queréis entonces?\n¡Venga, echadle narices y soltadlo!",revisar
33002559,なによ！　またアタシと\nサッカーで%2F勝負する%1F気？,¿Qué queréis? ¿Vais a jugar al fútbol\nconmigo o qué?,revisar
33002559,すごい！\nあなたのチームに%1F入れば　%1F女の%1F子でも\nここまでサッカーが%2F上手になるのね。,"¡Vaya! ¡Las chicas de tu equipo son\nexcelentes! Si entreno a vuestro lado, igual\nconsigo jugar tan bien como ellas.",revisar
33002559,…%1F決めた！\nアタシもチームに%1F入る！\n%1F他の%1F子に%1F負けてられないんだから！,"¡Vale, decidido! ¡Me apunto!",revisar
33002559,あなたたちって　この%2F程度！？\nこれで%2F本当に%4F日本代表なの？\nがっかりだわ…。,¿Eso es todo lo que sabéis hacer?\n¿No erais la selección nacional?\n¡Menuda decepción!,revisar
33002559,%s　さんは\n%2F愛媛の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de Ehime.  ,revisar
33002559,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002559,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002559,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",revisar
33002559,%s　さんは\n%2F愛媛の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de Ehime.  ,revisar
33002559,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002560,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002560,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002560,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002560,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002560,あんたたちかい？\nオレを%2F仲間にしたいってのは？,"¡Ah! Eres tú. Quieres que forme parte\nde vuestra plantilla, ¿verdad?",oficial
33002560,だったら　オレを%1F倒してみな。\nもし%1F勝てたら　なってやるさ。,"¿Por qué no intentas vencerme? ¡Venga!\n¡Si me ganas, me uniré al equipo!",oficial
33002560,あれ　%2F人違いか？\nそりゃ%1F悪かったな。,¡Ah! Debo de haberte confundido\ncon otra persona. Lo siento.,oficial
33002560,あんたたち　また%1F来たのかい？\nオレを%2F仲間にしたいんだっけ？,"¡Ah! Eres tú otra vez. Sigues queriendo\nque me una a vuestro equipo, ¿verdad?",oficial
33002560,…へえ　なかなかおもしろいじゃん。\nいいよ　オレも%2F一緒に%1F行くよ！,¡Vayaaa! ¡Qué divertido!\n¡Contad conmigo!,oficial
33002560,オレの%1F勝ちだな。\n%2F残念だけど　%2F仲間にはならないぜ。\nそれじゃあまたな。,"¡Ajá! ¡He ganado! Lo siento, pero\ndesgraciadamente no voy a poder unirme\na vuestra plantilla. ¡Ya nos veremos!",oficial
33002560,%s　さんは\nクジャク%1F島の　スタジアムへの%1F道にいる\nと%1F言ってましたよ！,He oído que %s está\nen el camino hacia el estadio Pavo Real.  ,oficial
33002560,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002560,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002560,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",oficial
33002560,%s　さんは\nクジャク%1F島の　スタジアムへの%1F道にいる\nと%1F言ってましたよ！,He oído que %s está\nen el camino hacia el estadio Pavo Real.  ,oficial
33002560,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002569,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002569,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002569,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002569,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002569,おっ　オレに%1F何か%1F用かい？,¿Eh? ¿Queríais algo?,oficial
33002569,サッカーしないかってか？\nそうだな　%1F暇だしやってもいいぜ。,¿Que me una a vuestro equipo?\n¡Claro! ¿Por qué no?,oficial
33002569,まずは　オレと%2F勝負しなっ！！,Pero tendréis que vencerme primero.,oficial
33002569,そっかー　じゃあまたな。,¡Ah! Vale. Pues ya nos veremos.,oficial
33002569,おっ　またオレに%1F何か%1F用かい？,¿Otra vez aquí? ¿Puedo hacer algo para\nayudaros?,oficial
33002569,おおっ　なかなかやるねえ。\nよしっ　%1F次はオレも%2F本気を\n%1F出してみるか！,"Mmm... No está nada mal. De todas formas,\nen nuestro próximo enfrentamiento no nos\nandaremos con contemplaciones.",oficial
33002569,へぇー　サッカーって%2F面白いじゃん！\n%1F暇つぶしに　ちょうどいいかもな。\nこれからよろしく%1F頼むぜ。,"¡Eh! ¡Cómo mola el fútbol! Además,\ntengo que matar el tiempo de alguna\nmanera, así que me viene de perlas. ",oficial
33002569,なんだ　オレの%1F勝ちか。\nおまえらホントにそれで%4F日本代表か？,"¡Vaya, he ganado! Decidme, ¿seguro\nque sois el equipo nacional?",oficial
33002569,%s　さんは\n%2F福岡の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de Fukuoka.  ,oficial
33002569,でも　%s　さんは\n%1F必ずそこにいるとは\n%1F限らないみたいですね！,¡Aunque parece que %s\nno anda siempre por allí!,oficial
33002569,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002569,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002569,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",oficial
33002569,%s　さんは\n%2F福岡の　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar de Fukuoka.  ,oficial
33002569,でも　%1F必ずそこにいるとは\n%1F限らないみたいなので\nちょっと%1F探してみてください！,Pero puede que no se encuentre\nsiempre allí. Quizá tengas que\nbuscar un poco.,oficial
33002569,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002574,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002574,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002574,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002574,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002574,なあに？　ボクと%1F遊びたいの？,¿Mmmm?\n¿Quieres que juguemos juntos?,oficial
33002574,いいよ！\nおもいっきり%1F遊んじゃお！,¡Genial! ¡Voy a emplearme a fondo!,oficial
33002574,そっか…　さびしいな。\n%1F気が%1F向いたら　ボクと%1F遊ぼうね。,"¡Aaah! Me siento marginada.\nAvísame si cambias de opinión, ¿vale?",oficial
33002574,またボクと%1F遊びたいの？,¿Vienes a por mí otra vez?,oficial
33002574,あーあ　%1F負けちゃった。\nでも%1F楽しかったな。\nこれからも　もっと%2F一緒に%1F遊ぼうね。,"Uy, he perdido... Pero me lo he pasado\npipa, la verdad. ¡Me alegro de formar\nparte del equipo!",oficial
33002574,やったー！　ボクの%1F勝っちだー！！\n%1F気が%1F向いたら　また%1F遊ぼうね。,"¡Sí! ¡Victoria!\nSi quieres jugar contra mí\nalguna otra vez, dame un toque.",oficial
33002574,%s　さんは\n%2F愛媛%2F埠頭の　コンテナの%1F近くにいる\nと%1F言ってましたよ！,He oído que %s está\npor los contenedores del puerto de Ehime.  ,oficial
33002574,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002574,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002574,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",oficial
33002574,%s　さんは\n%2F愛媛%2F埠頭の　コンテナの%1F近くにいる\nと%1F言ってましたよ！,He oído que %s está\npor los contenedores del puerto de Ehime.  ,oficial
33002574,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002578,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002578,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002578,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002578,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002578,…わたしに%1F何か%1F用かい？\nつまらない%1F事なら　お%1F断りだよ。,"¿Os puedo ayudar en algo?\nEso sí, no pienso hacer nada que\nsea un tostón, ¿entendido?",revisar
33002578,わたしとサッカーがしたい…か。\nまあ　やってあげてもいいわよ。,,sin_pareja
33002578,ただし…\nつまらなかったら　すぐに%1F辞めるから\nそのつもりでいてよね。,"¿Queréis que juegue en vuestro equipo?\nSupongo que puedo probar, pero si no me\ngusta, no contéis conmigo, ¿eh?",revisar
33002578,それじゃあ　あっちへ%1F行きなよ。\nわたしに%1F用はないんだろ？,Pues dejadme en paz.\nNo hay más que hablar.,revisar
33002578,%s　さんは\n%3F住宅街の　%2F公園のブランコの%1F近くにいる\nと%1F言ってましたよ！,He oído que %s está\nen el columpio del parque por casa de Mark.  ,oficial
33002578,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002578,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002578,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",revisar
33002578,%s　さんは\n%3F住宅街の　%2F公園のブランコの%1F近くにいる\nと%1F言ってましたよ！,He oído que %s está\nen el columpio del parque por casa de Mark.  ,oficial
33002578,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002587,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002587,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002587,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002587,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002587,えっ？\nわたしと%2F一緒にサッカーがしたいの？,¿Qué? ¿Queréis que forme parte\nde vuestro equipo?,revisar
33002587,いいわよ。,¡Está bien!,revisar
33002587,ただし　わたしに%1F勝てたらね！！,Pero ¡solo si conseguís ganarme antes!,revisar
33002587,そう　%2F残念だわ。,¡Ah! ¡Qué lástima!,revisar
33002587,また　わたしと%2F勝負したいの？,¿Venís a por mí otra vez?,revisar
33002587,あなた%1F強いわね…。\nわたしが%1F負けるなんて。,,sin_pareja
33002587,%2F約束だったわね。　これからは　\nあなたと%2F一緒にサッカーをするわ。\nよろしくね。,"Sois bastante fuertes, ¿eh? He perdido, así\nque voy a unirme al equipo. ¡Estoy\nimpaciente por saltar al campo!",revisar
33002587,%1F弱い%1F男はキライなの。\nバイバイ　またね。,¡No soporto a la gente debilucha!\n¡Chao!,revisar
33002587,%s　さんは\nコンドル%1F島の　コンドルタワーにいる\nと%1F言ってましたよ！,"He oído que %s está\nen la Torre Cóndor, en Isla Cóndor.  ",oficial
33002587,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002587,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002587,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",revisar
33002587,%s　さんは\nコンドル%1F島の　コンドルタワーにいる\nと%1F言ってましたよ！,"He oído que %s está\nen la Torre Cóndor, en Isla Cóndor.  ",oficial
33002587,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002589,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002589,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002589,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002589,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002589,…なに？\nわたしに%2F用事なの？,¿Qué? ¿Os puedo ayudar en algo?,revisar
33002589,…サッカー？\nそんなの　やったことないわ。,¿Fútbol? Nunca he jugado...,memoria
33002589,…もし%2F面白かったら　やってあげるわ。\nそれでいいでしょ？,"¿Fútbol? Bueno, nunca he jugado, pero...\nsi me gusta, supongo que podría unirme\na la plantilla. ¿Echamos un partido?",revisar
33002589,そう…。,¡Ah! Vale...,oficial
33002589,…なに？\nまた　わたしに%2F用事なの？,¿Qué? ¿Os puedo ayudar en algo?,revisar
33002589,…%1F悪くはないわ。\n%2F面白いかは　まだ%1F分からないけど…\n%2F約束だから　%1F入ってあげる。,"¡No ha estado mal! Aún no tengo claro si esto\nme va o no, pero... tampoco pierdo nada por\nprobar. ¡Venga, me uno al equipo!",revisar
33002589,よろしく…。,¡Qué rollo!,revisar
33002589,…つまらないわ。,,sin_pareja
33002589,%s　さんは\nクジャク%1F島の　スタジアムへの%1F道にいる\nと%1F言ってましたよ！,He oído que %s está\nen el camino hacia el estadio Pavo Real.  ,oficial
33002589,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002589,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002589,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",revisar
33002589,%s　さんは\nクジャク%1F島の　スタジアムへの%1F道にいる\nと%1F言ってましたよ！,He oído que %s está\nen el camino hacia el estadio Pavo Real.  ,oficial
33002589,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002590,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002590,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002590,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002590,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002590,あらボクちゃん　かわいいわね。\nホント　%1F食べちゃいたいくらいだわ！,¡Hola! ¿Qué tal?,revisar
33002590,…なんてね　ホッホッホ！\nそれで　あたしに%1F何か%1F用なのかい？\n%1F美しいあたしと　デートしたいの？,"¿Quieres que hagamos alguna cosa?\n¿Dar un paseo, tal vez?",revisar
33002590,…あたしとサッカーがしたい？\nボクちゃんが　%1F手とり%1F足とり%1F教えて\nくれるなら　%1F考えてあげるわよ。,"¿Eh? ¿Jugar al fútbol? Bueno, si eres\ntan amable de enseñarme cómo va eso...",revisar
33002590,あらっ！　うれしいわ～！！,"Vaya, ¡qué gentil!",revisar
33002590,これからは　ずっと　ずっと\nずうぅーっっと ボクちゃんと\n%2F一緒にいてあ・げ・る！！,"Me siento tentada de quedarme aquí contigo\npara siempre... Sí, creo que no me voy a\nseparar de ti jamás. ¡Ji, ji, ji!",revisar
33002590,%1F離さないわよ…ぐふふふふっ。,,sin_pareja
33002590,あらボクちゃん。\nあたしが%2F美人だから　%2F緊張してるのね。,,sin_pareja
33002590,ホントにかわいいんだ・か・ら！\n…ぐふふふふっ。,"¡Uy! ¿Te intimida mi belleza?\nVenga, que aunque sea muy guapa,\nsoy de lo más agradable... ¡Ji, ji!",revisar
33002590,%s　さんは\nイタリアエリアの　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar del área de Italia.  ,oficial
33002590,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002590,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002590,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",revisar
33002590,%s　さんは\nイタリアエリアの　どこかにいる\nと%1F言ってましたよ！,He oído que %s está\nen algún lugar del área de Italia.  ,oficial
33002590,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002591,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002591,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002591,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002591,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002591,フッ…　%1F来たなイナズマジャパン！,"Ah, Inazuma Japón, ¡estáis aquí!\nNecesitáis mi ayuda, ¿verdad?",revisar
33002591,オレの%1F助けがほしいんだろ？\nどうしてもって%1F言うのなら\nオレを%1F倒してみな！,"Pero ¡si queréis que me una a vuestro\nequipo, primero me tendréis que ganar!",revisar
33002591,それじゃあ　いくぜ！,¡Vamos! ¡En marcha!,revisar
33002591,ハハッ　%1F強がりだね。　まあそのうち\nオレの%1F助けが%2F必要になるさ。,"¡Eh! Tenéis agallas, pero no tardaréis\nen volver con el rabo entre las piernas.",revisar
33002591,フッ…やはり　また%1F来たか\nイナズマジャパン！\nオレの%1F助けがほしいのか？,"¡Sabía que volveríais! Supongo que os\nhace falta mi ayuda, ¿no? Si me ganáis,\nme uniré a vuestro equipo.",revisar
33002591,どうしてもって%1F言うのなら\nオレを%1F倒してみな！,"¡Ja, ja, ja! Sois la pera... Voy a esforzarme\nal máximo por el equipo. Os lo prometo.",revisar
33002591,フッ…　なかなかやるじゃないか。\n%2F約束%1F通り　オレの%1F力を%1F貸してやるよ。\nありがたく%1F思いな。,"Vaya, vaya... Parece que he ganado.\nMe temo que tendréis que olvidaros\nde ficharme...",revisar
33002591,フッ…　オレの%1F勝ちだな。\n%1F悪いが　オレのことはあきらめな。,,sin_pareja
33002591,%s　さんは\n%2F雷門%1F中の　%3F体育館の%1F横にいる\nと%1F言ってましたよ！,He oído que %s está\ncerca del gimnasio del Instituto Raimon.  ,revisar
33002591,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002591,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002591,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",revisar
33002591,%s　さんは\n%2F雷門%1F中の　%3F体育館の%1F横にいる\nと%1F言ってましたよ！,He oído que %s está\ncerca del gimnasio del Instituto Raimon.  ,revisar
33002591,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002593,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002593,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002593,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002593,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002593,なあに　あなたたち？\nわたしに　おはなしがあるのー？,¡Hola! ¿Querías hablar conmigo?,oficial
33002593,さっかー？　さっかーってなあにー？\nよくわからないけど　やってもいいよー\nこれからよろしくねー。,"¿Eh? ¿Fútbol? Bueno, no tengo ni idea\nde cómo van las reglas y eso, pero si\nquieres que juegue... ¡jugaré!",oficial
33002593,そうなのー？\nそれじゃあ　またねー。,¿No? Pues entonces... ¡hasta la vista!,oficial
33002593,%s　さんは\n%2F雷門%1F中の　%2F花壇の%1F前にいる\nと%1F言ってましたよ！,He oído que %s está\nen el campo de flores del Instituto Raimon.  ,oficial
33002593,%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Si se te olvida adónde tenías que ir,\nllámame al móvil. Para hacerlo, selecciona\n""Datos"" en el menú y después, ""Estado"".",oficial
33002593,じゃあ　%1F後のことは%1F任せましたよ！,"Bueno, ¡el resto es cosa tuya!",oficial
33002593,はいはい　もしもし！\nあっ　イナズマジャパンですね！,"¿Hola?\n¡Ah! ¡Hola, Inazuma Japón!",oficial
33002593,%s　さんは\n%2F雷門%1F中の　%2F花壇の%1F前にいる\nと%1F言ってましたよ！,He oído que %s está\nen el campo de flores del Instituto Raimon.  ,oficial
33002593,がんばって\nチームを%1F強くしてくださいね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!,oficial
33002638,%s\nが%2F一緒に%1F行くことになった！,¡%s se va contigo!,oficial
33002638,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002638,%s\nが%2F仲間になった！,¡%s se te ha unido!,oficial
33002638,%s\nを%1F手に%1F入れた！,Has obtenido: %s.,oficial
33002638,えっ？　ボクをイナズマジャパンに\nスカウトしたいの？,"¿Qué? ¿Quieres que juegue en el Inazuma\nJapón? Bueno, no sé...",oficial
33002638,うーん　そうだなあ…。\nキミがどうしてもって%1F言うのなら\n%1F入ってあげるよ？,"Supongo que, si de verdad me necesitáis,\npuedo hacer el esfuerzo. ¿Qué me dices?",oficial
33002638,うん！　じゃあ%2F今日から\nボクとキミは%2F友達だね！\nこれからよろしく！,¡Genial! Pues a partir de ahora\nsomos amigos. ¡Verás qué bien\nnos lo vamos a pasar!,oficial
33002638,そっか　%2F残念…。,"Vaya, qué pena...",oficial
